PCIS Permit #,Status,Status Date,Permit Type,Permit Sub-Type,Issue Date,Address Start,Address End,Street Direction,Street Name,Street Suffix,Valuation,Floor Area-L.A. Zoning Code Definition,# of Residential Dwelling Units,# of Stories,Zone,Floor Area-L.A. Building Code Definition,Council District,Latitude/Longitude
15014-30000-00897,Issued,08/11/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,08/11/2015,1221,1221,N,STONE CANYON,ROAD,$585000.00,6908,,2,RE40-1-H,2304,5,"(34.09592, -118.44986)"
14010-10000-04033,Issued,08/27/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,08/27/2015,1213,1213,S,DUNSMUIR,AVE,$190000.00,1525,1,3,R3-1-O,1641,10,"(34.05257, -118.35215)"
12010-10000-02897,Issued,07/24/2014 12:00:00 AM,Bldg-New,Apartment,07/24/2014,120,120,S,GRANVILLE,AVE,$9377900.00,61181,32,4,R3-1/RS-1,84070,11,"(34.06333, -118.47138)"
14010-10000-02759,Issued,12/08/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,12/08/2015,2269,2269,N,CAZADOR,DR,$250000.00,1422,1,3,R2-1,1422,1,"(34.10735, -118.23342)"
13010-20000-03788,Issued,03/18/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,03/18/2016,10257,10257,,ANGEL,LANE,$185000.00,1494,1,2,(Q)RD3-1,1909,7,
13010-10000-02468,Issued,01/23/2015 12:00:00 AM,Bldg-New,Commercial,01/23/2015,750,750,S,LAMAR,ST,$116640.00,1620,,1,[Q]M3-1,1620,14,"(34.06186, -118.22511)"
14014-70000-04611,Issued,10/30/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/30/2014,5105,5105,S,7TH,AVE,$20000.00,1947,,1,R1-1,200,8,"(33.99665, -118.32483)"
13014-70000-01849,Issued,12/06/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,12/06/2013,715,715,N,EL CENTRO,AVE,$60000.00,884,0,3,[Q]R4-1VL,520,13,"(34.08397, -118.32455)"
15010-10000-03391,Issued,03/14/2016 12:00:00 AM,Bldg-New,Apartment,03/14/2016,10748,10748,W,RIVERSIDE,DR,$1600000.00,9118,13,2,C2-1VL-RIO,16457,4,"(34.15208, -118.36528)"
13014-20000-02103,Issued,06/06/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,06/06/2013,438,438,S,SOTO,ST,$15000.00,338,0,0,RD1.5-1,338,14,"(34.03943, -118.21228)"
13014-20000-04685,Issued,12/05/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,12/05/2013,4214,4214,N,ELMER,AVE,$120000.00,800,0,1,R1-1-RFA,800,2,"(34.14534, -118.37666)"
14010-30000-00509,Issued,07/09/2014 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,07/09/2014,454,454,N,CUESTA,WAY,$20000.00,1714,,1,RE20-1-H,2114,5,"(34.085, -118.44016)"
10010-10000-00431,Issued,03/02/2013 12:00:00 AM,Bldg-New,Commercial,03/02/2013,1600,1600,N,CAMPUS,ROAD,$250000.00,7581,,1,R1-1,7581,14,"(34.12626, -118.21412)"
15014-40001-01857,Issued,08/14/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,08/14/2015,1831,1831,W,PALACIOS,DR,$4000.00,1888,0,0,R1-1XL,368,15,"(33.72794, -118.3179)"
15014-30000-02408,Issued,04/21/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,04/21/2016,534,534,N,BARNABY,ROAD,$1666000.00,561,0,2,RE20-1-H,12566,5,"(34.07896, -118.45398)"
15014-10000-02450,Issued,03/16/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,03/16/2016,905,905,N,AVENUE 66,,$50000.00,762,,2,R1-1,762,14,"(34.12173, -118.17287)"
15014-20000-02645,Issued,07/02/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,07/02/2015,21210,21210,W,BRYANT,ST,$12000.00,650,0,1,RA-1,650,3,"(34.22684, -118.59433)"
14010-20000-00699,Issued,03/01/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,03/01/2016,14109,14109,W,SPRUCE,LANE,$177363.00,1319,1,3,RD1.5-1,1651,2,
15014-20000-05098,Issued,03/04/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,03/04/2016,5706,5706,N,CEDROS,AVE,$69000.00,522,,0,R1-1,522,4,"(34.17414, -118.45286)"
14014-20000-04232,Issued,01/22/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,01/22/2015,7518,7518,N,HESPERIA,AVE,$80000.00,490,,2,R1-1,937,3,"(34.20707, -118.5261)"
13010-10000-02615,Issued,08/30/2013 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,08/30/2013,401,401,N,CROFT,AVE,$501.00,0,,1,R1-1-O,400,5,"(34.07833, -118.37434)"
13014-10000-03934,Issued,11/18/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,11/18/2013,8848,8848,W,LOOKOUT MOUNTAIN,AVE,$100000.00,2008,0,0,R1-1,316,4,"(34.10751, -118.38501)"
13010-20000-03985,Issued,06/11/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,06/11/2015,7603,7603,N,JUSTICE,WAY,$181600.00,1494,1,2,(T)(Q)RD2-1,1909,6,"(34.20871, -118.4634)"
14014-70000-04195,Issued,03/16/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,03/16/2015,4243,4243,N,STERN,AVE,$316500.00,3493,,2,R1-1,1621,4,"(34.1471, -118.43512)"
13016-10002-11106,Issued,09/22/2015 12:00:00 AM,Bldg-Addition,Commercial,09/22/2015,301,401,,WORLD,WAY,$400000.00,1250,,0,LAX,1250,11,"(33.94423, -118.40709)"
14014-20000-03638,Issued,09/29/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/29/2014,4941,4941,W,AMBROSE,AVE,$3000.00,32,0,0,RE9-1,32,4,"(34.10917, -118.29728)"
13010-20000-03786,Issued,03/18/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,03/18/2016,10253,10253,,ANGEL,LANE,$185000.00,1494,1,2,(Q)RD3-1,1909,7,
13016-30000-22571,Issued,12/07/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,12/07/2015,4303,4303,S,ROMA,CT,$25000.00,5795,,0,[Q]RD1.5-1,0,11,"(33.97353, -118.45968)"
14014-20000-04419,Issued,11/24/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,11/24/2014,3145,3145,S,KELTON,AVE,$50000.00,93,,0,R1-1,93,5,"(34.02738, -118.42092)"
13016-10000-02533,Issued,03/27/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,03/27/2013,2130,2130,N,CASTILIAN,DR,$10000.00,0,,3,RE9-1,23.4,4,"(34.1102, -118.344)"
15010-10000-00612,Issued,02/26/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,02/26/2015,236,236,W,46TH,ST,$6000.00,0,,1,R2-1,324,9,"(34.00178, -118.27733)"
14010-20000-03105,Issued,11/13/2014 12:00:00 AM,Bldg-New,Commercial,11/13/2014,20700,20700,W,SESNON,BLVD,$97290.00,1410,,1,OS-1XL,1410,12,"(34.29472, -118.58575)"
15014-10000-05494,Issued,04/21/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,04/21/2016,9870,9870,N,TUJUNGA CANYON,PL,$90000.00,600,,1,R1-1-RFA,1080,7,"(34.24639, -118.27148)"
15014-10000-02308,Issued,08/03/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,08/03/2015,4127,4127,S,TIVOLI,AVE,$45000.00,1614,0,1,R1-1,426,11,"(33.99109, -118.43868)"
15014-10000-04772,Issued,11/16/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,11/16/2015,8701,8701,W,LOOKOUT MOUNTAIN,AVE,$10000.00,165,,0,R1-1,165,4,"(34.10968, -118.38287)"
14014-70000-04358,Issued,11/03/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,11/03/2014,11925,11925,W,AYRES,AVE,$9100.00,1680,,1,R1-1,156,11,"(34.02928, -118.44851)"
12010-10000-01239,Issued,04/25/2014 12:00:00 AM,Bldg-New,Apartment,04/25/2014,2581,2581,E,CHAUCER,ST,$15000.00,0,,1,[Q]CM-1-CDO,435,1,
15014-30000-03203,Issued,12/21/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,12/21/2015,830,830,S,MULLEN,AVE,$50000.00,0,0,0,R1-1,0,4,"(34.05999, -118.33102)"
12010-20000-01319,Issued,04/19/2013 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,04/19/2013,10406,10406,N,TELFAIR,AVE,$5000.00,324,0,1,R1-1-O,324,7,"(34.25911, -118.42067)"
15014-20000-05779,Issued,04/01/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,04/01/2016,5929,5929,S,DENVER,AVE,$20000.00,175,,0,R2-1,175,9,"(33.98648, -118.28393)"
14014-70000-01254,Issued,05/29/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,05/29/2014,6557,6557,S,2ND,AVE,$65000.00,459,,0,R1-1,459,8,"(33.97979, -118.3198)"
14010-30000-01692,Issued,11/05/2014 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,11/05/2014,310,310,N,CARMELINA,AVE,$1080000.00,9107,1,2,RE20-1,13257,11,"(34.06215, -118.48478)"
13014-10000-04938,Issued,01/29/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,01/29/2014,931,931,N,MICHELTORENA,ST,$150000.00,726,,1,R2-1VL,726,13,"(34.0844, -118.27795)"
14014-20000-03210,Issued,11/03/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,11/03/2014,13015,13015,W,DICKENS,ST,$60000.00,232,,2,R1-1-RFA,252,2,"(34.14442, -118.41628)"
14010-10000-03978,Issued,04/28/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,04/28/2015,375,375,S,SALTAIR,AVE,$15000.00,,,1,RS-1,375,11,"(34.05602, -118.47427)"
15010-10000-02761,Issued,11/18/2015 12:00:00 AM,Bldg-New,Commercial,11/18/2015,222,222,N,MARIPOSA,AVE,$561600.00,3204,,2,C2-1,3500,13,"(34.07605, -118.29926)"
15014-70000-04309,Issued,11/18/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,11/18/2015,1735,1735,W,39TH,PL,$76000.00,1920,,0,R2-1,750,8,"(34.01382, -118.31224)"
16014-20000-01324,Issued,03/29/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,03/29/2016,6911,6911,N,GARDEN GROVE,AVE,$21000.00,204,,0,R1-1-RIO,204,3,"(34.196, -118.52963)"
13014-20000-00540,Issued,06/14/2013 12:00:00 AM,Bldg-Addition,Commercial,06/14/2013,15600,15600,W,ROSCOE,BLVD,$561000.00,10200,,1,M2-1,10200,6,"(34.2212, -118.47229)"
13014-20000-04723,Issued,03/24/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,03/24/2014,12206,12206,W,HARTSOOK,ST,$30000.00,131,,1,R1-1,131,2,"(34.16384, -118.39894)"
14014-20000-05051,Issued,11/19/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,11/19/2014,13501,13501,W,KAGEL CANYON,ST,$5000.00,308,,0,R1-1,308,6,"(34.24626, -118.42777)"
13014-40000-00614,Issued,05/13/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,05/13/2013,23402,23402,S,SIDLEE,PL,$48900.00,1946,,1,R1-1XL-O,90,15,"(33.81238, -118.30145)"
13014-20000-02767,Issued,07/22/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,07/22/2013,7722,7722,N,RADFORD,AVE,$100000.00,1734,0,1,R1-1,895,6,"(34.21088, -118.39201)"
13014-10000-03126,Issued,10/28/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/28/2013,1549,1549,W,COURT,ST,$57000.00,1752,-1,0,R3-1,492,13,"(34.06676, -118.2615)"
15014-20000-05669,Issued,02/18/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,02/18/2016,738,738,N,TOYOPA,DR,$150000.00,1220,,2,R1-1,1220,11,"(34.04179, -118.52024)"
15014-20000-00236,Issued,05/18/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,05/18/2015,9319,9319,N,EL DORADO,AVE,$165000.00,2255,,2,R1-1,1209,6,"(34.23832, -118.39615)"
15014-10000-00859,Issued,07/30/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,07/30/2015,6559,6559,W,DE LONGPRE,AVE,$288557.00,2857,0,2,RD1.5-1XL,2857,13,"(34.09624, -118.33246)"
13014-20000-01134,Issued,04/26/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,04/26/2013,15834,15834,W,PARTHENIA,ST,$65000.00,212,,0,RS-1,212,12,"(34.22819, -118.47757)"
15010-20000-01566,Issued,12/11/2015 12:00:00 AM,Bldg-New,Commercial,12/11/2015,8034,8034,N,LANKERSHIM,BLVD,$620000.00,10395,,1,M1-1,10925,6,"(34.21667, -118.38758)"
13010-20000-01520,Issued,06/20/2013 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,06/20/2013,10602,10602,N,PLAINVIEW,AVE,$65000.00,462,,1,R1-1-RFA,759,2,"(34.26148, -118.29779)"
12014-20000-03496,Issued,05/01/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,05/01/2013,6500,6500,N,WHITSETT,AVE,$250000.00,3526,0,1,R1-1,1757,2,"(34.18877, -118.40508)"
15014-30000-00392,Issued,04/16/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,04/16/2015,115,115,E,SPINNAKER,MALL,$15000.00,4447,0,2,R1-1,112,11,"(33.96999, -118.45677)"
13014-20002-00974,Issued,08/30/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,08/30/2013,1049,1049,N,MAYBROOK,DR,$7000.00,3667,,1,RE15-1,1048,5,"(34.08897, -118.42831)"
13010-10000-04137,Issued,02/20/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,02/20/2015,1516,1516,S,BEDFORD,ST,$180000.00,1234,1,3,[Q]R3-1-O,1890,5,"(34.05091, -118.38087)"
13014-20000-03785,Issued,01/06/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,01/06/2014,1619,1619,N,TOWER GROVE,DR,$33000.00,0,,0,RE15-1-H,0,5,"(34.10027, -118.42638)"
14010-30000-03357,Issued,02/25/2016 12:00:00 AM,Bldg-New,Apartment,02/25/2016,12160,12160,W,HART,ST,$4000000.00,24948,26,3,R3-1VL,38687,2,"(34.19748, -118.39858)"
15010-20000-02561,Issued,11/12/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,11/12/2015,10501,10501,W,BRADBURY,ROAD,$539000.00,3484,1,2,R1-1-O,3826,5,"(34.04084, -118.41702)"
15014-30000-02341,Issued,07/13/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,07/13/2015,4301,4301,W,CROMWELL,AVE,$140000.00,4722,0,2,RS-1,1375,4,"(34.11487, -118.28479)"
14014-30000-05605,Issued,04/09/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,04/09/2015,147,147,S,PLYMOUTH,BLVD,$620000.00,6325,0,2,RE9-1-HPOZ,3509,4,"(34.07208, -118.32137)"
16016-20000-01275,Issued,01/21/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,01/21/2016,7706,7706,N,BOTHWELL,ROAD,$10000.00,1640,0,1,RS-1,-38,3,"(34.21049, -118.56111)"
15014-20000-05603,Issued,12/21/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,12/21/2015,315,315,S,BEVERLY GLEN,BLVD,$16600.00,164,,1,R1-1,164,5,"(34.07696, -118.43273)"
14014-20000-01863,Issued,04/07/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,04/07/2015,6427,6427,N,KLUMP,AVE,$25000.00,360,,0,R1-1,360,2,
15010-30000-02012,Issued,04/14/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,04/14/2016,2914,2914,W,GLENHURST,AVE,$209000.00,2059,1,3,RD2-1-RIO,2371,13,"(34.11071, -118.25246)"
13014-20000-05408,Issued,02/12/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,02/12/2014,6050,6050,N,HAZELTINE,AVE,$51000.00,431,,1,[Q]C1.5-1VL,431,2,"(34.18086, -118.43982)"
15014-30000-04996,Issued,03/23/2016 12:00:00 AM,Bldg-Addition,Apartment,03/23/2016,8700,8700,S,RAMSGATE,AVE,$100000.00,2529,3,2,R3-1,393,11,"(33.95885, -118.38252)"
16014-30000-00702,Issued,04/07/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,04/07/2016,17433,17433,W,BURBANK,BLVD,$100000.00,1582,0,0,R1-1-RIO,799,5,"(34.17241, -118.51323)"
14014-40000-02302,Issued,06/26/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,06/26/2015,3722,3722,S,WEYMOUTH,AVE,$30000.00,50,0,0,R1-1XL,25,15,"(33.71528, -118.31066)"
15014-10000-00548,Issued,09/10/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/10/2015,1838,1838,S,BUCKINGHAM,ROAD,$90000.00,90,0,2,R1-1-HPOZ,90,10,"(34.04101, -118.33554)"
15014-30000-01626,Issued,06/30/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,06/30/2015,13229,13229,W,HARTSOOK,ST,$100000.00,200,0,1,R1-1,200,4,"(34.16411, -118.42129)"
13014-20000-02829,Issued,10/02/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/02/2013,11502,11502,W,DONA EVITA,DR,$292000.00,3099.35,,2,RE15-1-H,756.35,2,"(34.12885, -118.38296)"
15014-20000-05899,Issued,04/12/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,04/12/2016,225,225,S,BERNARD,AVE,$456000.00,2726,0,2,RD2-1,3069,11,"(34.00079, -118.47153)"
15010-20000-00069,Issued,08/31/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,08/31/2015,534,534,N,ALTA VISTA,BLVD,$32000.00,200,,1,R1-1,200,5,"(34.08123, -118.34731)"
15010-70000-02299,Issued,01/25/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,01/25/2016,1375,1375,W,37TH,DR,$240380.00,2376,1,2,RD2-1,2376,8,"(34.01916, -118.29973)"
15014-20000-04270,Issued,09/22/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,09/22/2015,8119,8119,W,MCGROARTY,ST,$25000.00,2488,0,2,R1-1-RFA,74,7,"(34.25254, -118.30986)"
13014-30000-02138,Issued,07/15/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,07/15/2013,11790,11790,W,SOUTHAMPTON,CT,$750000.00,8970,0,2,RE15-1-H,798,5,"(34.10982, -118.47484)"
13014-20000-04204,Issued,10/09/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/09/2013,18535,18535,W,CHATSWORTH,ST,$7700.00,140.4,,0,RE11-1,140.4,12,"(34.26468, -118.53798)"
14010-10000-02754,Issued,07/13/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,07/13/2015,1832,1832,N,ALDER,DR,$25000.00,,,1,R1-1,400,1,"(34.10439, -118.22485)"
14010-30000-02810,Issued,05/18/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,05/18/2015,3416,3416,S,BEETHOVEN,ST,$10000.00,198,,1,R1-1,198,11,"(34.00816, -118.44737)"
14014-20000-00249,Issued,02/14/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,02/14/2014,2169,2169,N,AVON,ST,$100000.00,1816,,1,R2-1VL,836,13,"(34.09011, -118.24656)"
16010-20000-00112,Issued,04/20/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,04/20/2016,5176,5176,N,LINDLEY,AVE,$656000.00,4895.53,1,2,R1-1,5256.53,5,"(34.164, -118.5271)"
15014-20000-01483,Issued,04/20/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,04/20/2015,9534,9534,N,YOLANDA,AVE,$45000.00,455,,1,RA-1,455,12,"(34.24389, -118.54031)"
15014-20000-05411,Issued,11/30/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,11/30/2015,5435,5435,N,KINCHELOE,DR,$19500.00,210,0,0,R1-1,210,14,"(34.14711, -118.20018)"
13014-30000-00017,Issued,03/28/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,03/28/2013,10475,10475,W,WYTON,DR,$20000.00,3726,0,2,R1-1,126,5,"(34.0723, -118.43447)"
15010-20000-03601,Issued,02/08/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,02/08/2016,3412,3412,S,HALDERMAN,ST,$60000.00,770,,1,R1-1,770,11,"(34.00925, -118.44613)"
13014-20000-01032,Issued,04/22/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,04/22/2013,1440,1440,S,OAKHURST,DR,$110000.00,950,0,2,R1-1-O,950,5,"(34.05387, -118.39086)"
12014-10001-03609,Issued,11/15/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,11/15/2013,224,224,W,47TH,ST,$13000.00,323,0,1,R2-1,323,9,"(34.00084, -118.27703)"
15010-30000-01565,Issued,08/13/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,08/13/2015,8693,8693,W,FRANKLIN,AVE,$600000.00,3526.66,1,3,R1-1,3866.21,4,"(34.09811, -118.3788)"
13010-20000-04598,Issued,05/21/2015 12:00:00 AM,Bldg-New,Apartment,05/21/2015,15313,15313,W,CABRITO,ROAD,$3656000.00,21217,24,4,R4-1,31961,6,"(34.21588, -118.4669)"
15010-10000-02794,Issued,02/05/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,02/05/2016,9869,9869,N,SUNLAND,BLVD,$75000.00,1022,1,1,RA-1-K,1022,7,
13010-20000-03412,Issued,11/27/2013 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,11/27/2013,13101,13101,W,JOUETT,ST,$26400.00,437,,1,R1-1-O,437,7,"(34.26516, -118.41814)"
13014-20000-04790,Issued,11/19/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,11/19/2013,7920,7920,N,LEDGE,AVE,$15000.00,1170,,1,R1-1,408,2,"(34.21467, -118.35743)"
15010-30000-01201,Issued,09/29/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,09/29/2015,1759,1759,N,NEW HAMPSHIRE,AVE,$250442.00,1595,1,3,R3-1,2047,4,"(34.10356, -118.29355)"
13014-30000-00902,Issued,05/24/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,05/24/2013,1701,1701,N,WESTRIDGE,ROAD,$130000.00,8387,,0,RE20-1-H,1030,11,"(34.06408, -118.49378)"
15014-20000-04830,Issued,10/22/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,10/22/2015,5414,5414,N,MOUNT HELENA,AVE,$30000.00,0,,0,R1-1,0,14,"(34.14492, -118.19588)"
15014-10000-00160,Issued,04/17/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,04/17/2015,6748,6748,W,87TH,ST,$60000.00,1664,0,1,R1-1,390,11,"(33.95846, -118.40847)"
14010-30000-00227,Issued,06/15/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,06/15/2015,8777,8777,N,HADDON,AVE,$25000.00,0,,1,RA-1,489,6,"(34.229, -118.39502)"
16014-20000-00082,Issued,03/17/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,03/17/2016,9336,9336,W,HAZEN,DR,$148712.00,3298,0,2,RE15-1-H,351,4,"(34.11441, -118.39723)"
15010-70000-01793,Issued,08/14/2015 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,08/14/2015,5232,5232,N,VINCENT,AVE,$364000.00,3371,1,2,R1-1,3811,14,"(34.14228, -118.20222)"
13010-10000-02467,Issued,10/22/2014 12:00:00 AM,Bldg-New,Apartment,10/22/2014,1500,1500,W,PACIFIC COAST,HWY,$60000.00,301,,1,(T)(Q)RAS3-1VL-O,586,15,"(33.79078, -118.28573)"
14014-10000-01588,Issued,08/20/2014 12:00:00 AM,Bldg-Addition,Commercial,08/20/2014,401,401,S,GRAND,AVE,$25000.00,0,,0,C2-4D,342,14,"(34.05156, -118.2528)"
15014-20000-03524,Issued,08/04/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,08/04/2015,8711,8711,W,FORSYTHE,ST,$34600.00,342,,0,[T][Q]R1-1,342,7,"(34.26634, -118.32274)"
15014-20000-02987,Issued,08/31/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,08/31/2015,4946,4946,N,ENFIELD,AVE,$200000.00,3075,0,2,R1-1,2153,5,"(34.15976, -118.52382)"
15014-10000-05110,Issued,03/07/2016 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,03/07/2016,5268,5268,N,VINCENT,AVE,$150000.00,1375,,2,R1-1,1375,14,"(34.14337, -118.2023)"
13014-10000-01783,Issued,02/26/2014 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,02/26/2014,17200,17200,W,STRATHERN,ST,$22000.00,1881,,1,R1-1,945,6,"(34.21556, -118.50789)"
14014-30000-05373,Issued,01/06/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,01/06/2015,5921,5921,N,ST CLAIR,AVE,$45000.00,2211,1,1,R1-1,440,2,"(34.17824, -118.40017)"
14014-30000-02616,Issued,01/30/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,01/30/2015,2936,2936,S,MIDVALE,AVE,$40000.00,1486,,0,R1-1,536,5,"(34.03085, -118.42224)"
12020-10000-02814,Issued,03/05/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,03/05/2013,11757,11757,W,CHENAULT,ST,$35376.00,0,,0,RS-1,770,11,"(34.05511, -118.46941)"
13014-10000-02680,Issued,02/06/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,02/06/2015,1107,1107,E,YOUNG,ST,$170000.00,2250.25,,2,R1-1XL-O,1247.6,15,"(33.7866, -118.24924)"
15014-10000-03177,Issued,08/04/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,08/04/2015,1238,1238,S,BEVERLY GREEN,DR,$90000.00,3493.5,0,2,R1-1-O,50,5,"(34.0552, -118.40584)"
15014-30000-02880,Issued,06/29/2015 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,06/29/2015,3025,3025,S,BUCKINGHAM,ROAD,$21000.00,0,0,1,RD1.5-1,400,10,"(34.02682, -118.34065)"
13010-20000-01988,Issued,08/06/2013 12:00:00 AM,Bldg-Addition,1 or 2 Family Dwelling,08/06/2013,8820,8820,N,AMBOY,AVE,$15000.00,337,,1,RA-1,337,6,"(34.22927, -118.39778)"
15010-10000-03171,Issued,01/27/2016 12:00:00 AM,Bldg-New,1 or 2 Family Dwelling,01/27/2016,1933,1933,N,REDCLIFF,ST,$300000.00,1064,1,2,R1-1VL,1064,13,"(34.09501, -118.26992)"
